feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,label
5.5336997343746885,3.801140943618366,5.250379429824444,14549.073129491566,0.14624973908741534,0.00829420736464781,0.08870830751408652,0.0013421459243942336,0.04566725603881018,0.01926081591415443,0.08084826347937166,0.13424197177574698,25.297061782747832,9.0,0.33970291821533793,0.0,benign
4.446651222038316,4.961115806019049,3.6256742350464584,19822.565985806887,0.1609595735585929,0.18860651490619668,0.17411242409740188,0.15883515007034307,0.07548532880372699,0.06358697976625631,0.016348150587275925,0.11861054366204307,24.230109049184126,10.0,0.3430095469089421,1.0,benign
5.65855728493262,4.994156059851566,4.319895232256213,11154.828700032182,0.1001736214553898,0.1884680046350594,0.16011652505929883,0.049833929754463525,0.011782678111448286,0.06902627323569585,0.07837173063030727,0.28850941947704156,25.28153902226085,4.0,0.11870756012385275,2.0,benign
6.701258850519171,7.551776138005888,5.709946769714242,8048.076570707282,0.03222246555141183,0.02811761757729996,0.04598201049300679,0.04468568581367291,0.04548157447945407,0.05314983923029241,0.06343649790088755,0.5413005369093438,21.84045013828949,4.0,0.5010826632543037,5.0,wannacry
4.181427601741844,4.921298875130054,3.9270885593938614,6802.884472126107,0.1517217797416585,0.1575591233520417,0.028739206044965538,0.10985111372668176,0.058437319375194634,0.029293078429166654,0.07016711458986227,0.19774257259865372,24.758265500741306,10.0,0.3328963954595775,2.0,benign
6.803048758219311,6.684344112473516,5.89954276445337,24737.245690341028,0.03141428837561954,0.034106499453769194,0.007880208393628579,0.0033033879844678316,0.08895314882770276,0.03283002128555086,0.03307369168704497,0.496577732053896,21.789847381499477,4.0,0.5552556197682236,3.0,wannacry
6.083705759424605,4.522680511080994,3.4029450821188774,8125.786446910653,0.014970985382457669,0.15672942704418927,0.03815240632648973,0.055631799980522194,0.05212630404647605,0.057620209881309205,0.0006579421742996639,0.18032360763990826,25.435801981371473,9.0,0.17426744288876797,1.0,benign
5.963628930354242,4.723551545913414,3.5912194391000942,13102.176315018098,0.1261054776422066,0.14574576317368756,0.029035248568589234,0.1290606618993263,0.0930031999490661,0.012495870067712767,0.012391132740127743,0.09907908688418708,25.106728774264607,3.0,0.1435246732919705,0.0,benign
6.775466826407367,7.1534006409487745,7.191329351723449,9990.620313535692,0.027256168092402736,0.02950730045386519,0.03851111405803373,0.014063566892101642,0.033766331105591366,0.006140307637019571,0.09931640844036854,0.9869423318568384,21.81878308554769,4.0,0.8881803056280522,6.0,wannacry
5.130575051774453,5.288957041510498,2.683634167770222,2107.800968679391,0.045854715802427,0.08755509875961431,0.07675032273223768,0.1712136099496241,0.0048322122673949315,0.07866103602406595,0.008196131015999197,0.11320275830380518,25.56396088660801,3.0,0.34008574897279087,1.0,benign
4.061255071004005,5.648283506710507,2.5019550492244225,8284.789290365901,0.18060423356633173,0.008058558135543348,0.08488792618887314,0.17007413382555983,0.026556720509139587,0.0043813993557160645,0.06296995217470638,0.12457293678538012,23.42667770850016,8.0,0.30462020544388296,2.0,benign
5.400235383566812,4.32322068868414,2.558682522467386,19569.173750508467,0.13479660995580117,0.19297283410039925,0.08424167020129139,0.13066154077641318,0.03288586197213964,0.028950388724998912,0.00996441473747759,0.2641816972121947,25.37905856020147,9.0,0.47229023275240556,1.0,benign
4.551754223649473,5.8398299007239505,3.3186486385020433,11116.611542705401,0.049445136386763136,0.06208883085806005,0.1361590638099268,0.05791274882867368,0.09108876723982849,0.03352643878448174,0.06653373287232082,0.012225277373598608,24.3930993544496,6.0,0.3271667885613914,1.0,benign
5.135222157974352,3.594563078978254,5.210638576758075,6985.484877661127,0.059653018504233615,0.13136202713110298,0.1496824198547307,0.16733512355097324,0.05655173945895772,0.04382340678088806,0.0671720742935845,0.24152128770053288,24.64764419663983,7.0,0.10940556427094093,2.0,benign
5.278495253117832,5.186786958948119,4.9155707286628765,15468.529063575123,0.11804427125912587,0.045105126740554335,0.043874659232506774,0.06110335935378546,0.030461837851320995,0.0407332814619929,0.09046518681339506,0.2565872807865662,24.72319450586973,8.0,0.3831059195186294,0.0,benign
5.755327150337108,5.369691922530482,3.909059510501456,5961.427848574697,0.053619765078250704,0.08295195003000132,0.16839082165527017,0.12710790577929706,0.03018674817728977,0.0825135556439853,0.07953339597775436,0.04926878079360473,25.192721428439118,9.0,0.2268292364672111,2.0,benign
5.08523264793234,5.102547430340353,5.0266106862162205,1192.6155526351074,0.14580798464959419,0.060935404372559135,0.12608670768349692,0.004433379331130949,0.0753864192934033,0.09146294656416304,0.08556288428605949,0.23443012846866707,23.973255035318793,9.0,0.45696945671808664,2.0,benign
6.243833569384585,3.914510625298817,2.9298865433676764,4430.602403055929,0.10387959101969893,0.14635458021383596,0.050605342138584586,0.025900935844486717,0.015056485033538826,0.05308356156421676,0.071515120563963,0.06477480081835761,25.051547625285732,3.0,0.24825342518311555,0.0,benign
5.118907575960909,3.69357580939415,2.5716154162499456,5940.746108665467,0.14662771824223575,0.10621561182818734,0.07614390407071664,0.07346165939079699,0.0795669285627082,0.016865406583755405,0.0020022028301940778,0.061096938145557576,23.317033198335224,8.0,0.15738632492317392,2.0,benign
3.6424660612805533,3.9639797820264238,4.790093923921979,14692.145527609273,0.11705766858295791,0.005095895542609164,0.1029553915143882,0.020733822948940217,0.018805015146960338,0.012582200968670965,0.008818524027562403,0.22826645066916976,23.873568265807275,5.0,0.300842092823976,2.0,benign
7.1680495522468854,7.605068918615313,5.976412710554095,14562.84729634273,0.009110711439562802,0.022751988047154045,0.006459179130910442,0.034004957022836256,0.07424153517456283,0.021573110140338116,0.053389143958721866,0.7349417477100391,21.841069177286627,5.0,0.5783653397771066,4.0,wannacry
4.420510158620232,4.67484157008132,4.269349485051429,3856.338658655963,0.03844502794915908,0.15842160752262616,0.03408775765690288,0.04176727086267132,0.005190685724319244,0.030724600688110372,0.0820123365135669,0.037638572145203615,21.95809735798051,7.0,0.39738406965167583,1.0,benign
3.997426994784113,4.1457770894758195,5.467358024643894,16204.540246874452,0.1584195108120328,0.05825862088350234,0.1885714832916369,0.14309445655135108,0.08965199398563549,0.09174251044545625,0.05343573449950972,0.0875768653989323,22.92016242431232,10.0,0.15940046499697624,1.0,benign
7.5682074999582,6.530024928901359,6.2585630275117765,26043.39260163496,0.01748002192881437,0.04280261137731305,0.02652633318238915,0.01146639785403959,0.09529180594848415,0.06423363193148307,0.022531889239088266,0.45250155822511706,21.845447926646468,6.0,0.7491993919030722,7.0,wannacry
3.572843620928113,4.521340048862896,2.531335729419727,18580.78778223615,0.03420363266123712,0.14357142121246522,0.00032183554381026713,0.04417859361372059,0.09649195324766459,0.06941439856799306,0.053758923395735715,0.12530445933393528,24.70524002208039,5.0,0.27200815670703815,0.0,benign
6.45840798294456,4.445507521957751,4.295124889621565,11489.611327260049,0.07057915861467455,0.04525309978203778,0.13085193462811548,0.023759512570425214,0.020155464103562337,0.026791216227321724,0.0336545466746286,0.06736006096387738,21.94503863302477,5.0,0.10988429873079367,2.0,benign
7.805063642497066,6.201437388824648,6.405028227497641,16419.879273553008,0.021427160659279187,0.04824606191194563,0.03405683681596624,0.008622253924593799,0.054958645382284343,0.09507271762362714,0.05902285515450855,0.9801107278761028,21.793330095418177,5.0,0.8248768449694255,8.0,wannacry
4.707723556014599,5.320779493015337,4.110068672345302,9646.689955050724,0.07771516094710443,0.17081165841701024,0.12113535560357036,0.03105917051206646,0.08972732486799594,0.09404174853524938,0.036610776918431724,0.2411078681400808,23.51247482639194,8.0,0.222892136284651,2.0,benign
7.3469048495957425,7.74479987919861,6.353485561570947,44635.49909543914,0.009641225575616308,0.007011044045220655,0.017418907705051067,0.0009824090247353312,0.044735901035684304,0.0402761686379236,0.05789665013412085,0.9289380104640379,21.777860885896565,4.0,0.5338371530230679,3.0,wannacry
